,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,SaleType,SaleCondition,SalePrice,log_SalePrice,AgeHome,YrsSnRmdl,TotBthrm,TotFloors,NeighbQual,HasFireplace,HasAlley,HasFence,HasPool,HasGarage,NearNeg,NearPos
777,RL,80,9101,IR1,Lvl,Corner,Gtl,1Fam,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,104,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,Y,SBrkr,0,0,1110,1,1,Gd,Typ,TA,Attchd,Fin,2,TA,TA,Y,303,30,0,0,0,7,WD,Normal,165500,12.016726473799254,31,31,2.0,1,Po,1,0,0,0,1,0,0
778,RM,35,6300,Reg,Lvl,Inside,Gtl,1Fam,6,6,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,0,1484,3,1,TA,Typ,Gd,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,0,291,134,0,0,6,WD,Normal,128000,11.759785542901755,94,7,2.0,1,TA,1,1,0,0,0,0,0
779,RL,68,9790,Reg,Lvl,Inside,Gtl,1Fam,6,5,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,Y,SBrkr,0,0,1342,3,1,TA,Typ,Gd,Attchd,Unf,2,TA,TA,Y,0,0,0,0,197,9,WD,Normal,161500,11.992260421644849,42,42,2.0,1,Gd,1,0,0,0,1,1,0
780,RM,60,10800,Reg,Lvl,Inside,Gtl,1Fam,5,6,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,Y,SBrkr,686,0,1652,4,1,TA,Typ,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,196,0,0,6,WD,Normal,139000,11.842229212112828,95,60,3.0,1,TA,1,0,0,0,1,1,0
781,RL,76,10142,IR1,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,GasA,Ex,Y,SBrkr,1128,0,2084,4,1,Gd,Typ,NoFireplace,BuiltIn,RFn,2,TA,TA,Y,0,45,0,0,0,1,WD,Normal,233000,12.358793732547838,6,6,3.5,1,Fa,1,0,0,0,1,0,0
782,RM,50,6000,Reg,Lvl,Corner,Gtl,1Fam,4,7,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,0,0,901,2,1,TA,Typ,NoFireplace,Detchd,Unf,1,Fa,TA,Y,0,0,0,0,0,8,WD,Normal,107900,11.588960151246226,54,8,1.0,1,TA,1,0,0,0,1,0,0
783,RL,68,12205,IR1,Low,Inside,Gtl,1Fam,6,8,Gable,CompShg,HdBoard,HdBoard,BrkFace,157,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,Y,SBrkr,1111,0,2087,5,1,Gd,Typ,NoFireplace,Attchd,Fin,2,TA,TA,Y,133,168,0,0,0,7,WD,Normal,187500,12.141534124392603,41,0,2.5,1,TA,1,0,0,0,1,0,0
784,RL,43,3182,Reg,Lvl,Inside,Gtl,TwnhsE,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,11,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SBrkr,0,0,1145,2,1,Gd,Typ,Gd,Attchd,Fin,2,TA,TA,Y,100,16,0,0,0,9,WD,Normal,160200,11.984178313616395,4,3,2.0,1,Gd,1,0,0,0,1,0,0
785,RL,80,11333,IR1,Lvl,Corner,Gtl,1Fam,6,5,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,Y,SBrkr,0,0,1062,3,1,TA,Typ,TA,Attchd,RFn,2,TA,TA,Y,120,0,0,0,0,5,WD,Normal,146800,11.896826395162552,31,31,2.0,1,Po,1,0,0,0,1,0,0
786,RL,92,9920,IR1,Lvl,CulDSac,Gtl,1Fam,7,5,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,GasA,Ex,Y,SBrkr,886,0,2013,3,1,TA,Typ,TA,Attchd,Unf,2,TA,TA,Y,180,130,0,0,0,6,WD,Normal,269790,12.50539915757667,11,10,3.5,1,Ex,1,0,0,0,1,0,0
787,RL,76,9158,Reg,Lvl,Inside,Gtl,1Fam,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,140,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,GasA,Ex,Y,SBrkr,0,0,1496,3,1,Gd,Typ,NoFireplace,Attchd,Fin,2,TA,TA,Y,168,130,0,0,0,6,New,Partial,225000,12.323855681186558,0,0,2.0,1,Gd,1,0,0,0,1,0,0
788,RL,80,10832,IR1,Lvl,Corner,Gtl,1Fam,7,5,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,GasA,Ex,Y,SBrkr,809,0,1895,3,1,Gd,Typ,TA,Attchd,Fin,2,TA,TA,Y,143,46,0,0,0,10,WD,Normal,194500,12.178187442040638,14,12,2.5,1,TA,1,0,0,0,1,0,0
789,RL,70,8400,Reg,Lvl,Inside,Gtl,1Fam,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,130,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,GasA,TA,Y,SBrkr,676,0,1564,3,1,TA,Typ,TA,Attchd,Unf,2,TA,TA,Y,0,50,0,0,204,4,WD,Normal,171000,12.049418835484797,30,29,2.5,1,Fa,1,0,1,0,1,0,0
790,RL,71,8197,Reg,Lvl,Inside,Gtl,1Fam,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,148,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,0,0,1285,3,1,TA,Typ,TA,Attchd,RFn,2,TA,TA,Y,138,0,0,0,0,4,WD,Normal,143500,11.874090314181814,30,30,1.5,1,Po,1,0,1,0,1,0,0
791,RL,57,7677,Reg,Lvl,Inside,Gtl,1Fam,5,5,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,GasA,Gd,Y,SBrkr,0,0,773,2,1,TA,Typ,NoFireplace,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,4,WD,Abnorml,110000,11.608235644774552,55,55,1.0,1,Fa,1,0,0,0,1,0,0
792,RL,104,13518,Reg,Lvl,Inside,Gtl,1Fam,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,860,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,GasA,Ex,Y,SBrkr,1174,0,3140,4,1,Ex,Typ,Gd,BuiltIn,Fin,3,TA,TA,Y,144,78,0,0,0,7,New,Partial,485000,13.091904169919621,1,0,3.5,1,Ex,1,0,0,0,1,0,0
793,RL,60,7200,Reg,Lvl,Corner,Gtl,1Fam,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,GasA,Ex,Y,SBrkr,787,0,1768,3,1,Gd,Typ,TA,Detchd,Unf,1,TA,TA,Y,0,0,264,0,0,6,WD,Normal,175000,12.072541252905651,70,57,2.5,1,Fa,1,0,1,0,1,1,0
794,RL,79,12798,IR1,HLS,Inside,Mod,1Fam,6,5,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,GasA,Gd,Y,SBrkr,1072,0,1688,4,1,Gd,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,403,114,185,0,0,5,WD,Normal,200000,12.206072645530174,11,11,3.5,1,TA,1,0,0,0,1,1,0
795,RM,40,4800,Reg,Lvl,Inside,Gtl,1Fam,4,7,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,GasA,Ex,Y,other,0,0,1196,2,1,TA,Typ,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,7,WD,Normal,109900,11.607326140391713,91,17,2.0,1,Po,1,0,0,0,1,0,0
796,RL,63,8199,Reg,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,WdShing,Wd Shng,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,728,GasA,Ex,Y,SBrkr,728,0,1456,3,1,Gd,Typ,Gd,Attchd,Fin,2,TA,TA,Y,36,18,0,0,0,10,WD,Normal,189000,12.14950229404178,3,3,3.5,1,TA,1,0,0,0,1,0,0
797,RL,107,13891,Reg,Lvl,Inside,Gtl,1Fam,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,424,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,GasA,Ex,Y,SBrkr,1088,0,2822,4,1,Ex,Typ,Gd,BuiltIn,RFn,3,TA,TA,Y,52,170,0,0,192,1,New,Partial,582933,13.275827535915461,1,0,3.5,1,Ex,1,0,0,0,1,0,0
798,RL,75,9000,Reg,Lvl,Inside,Gtl,1Fam,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,GasA,TA,Y,SBrkr,0,0,1128,2,1,TA,Min1,NoFireplace,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,6,WD,Family,118000,11.678439903447801,52,52,1.0,1,Fa,1,0,1,0,1,0,0
799,RL,91,12274,IR1,Lvl,FR2,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,0,0,1428,3,1,Ex,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,0,60,0,0,0,7,New,Partial,227680,12.33569641332368,0,0,2.0,1,Gd,1,0,0,0,1,0,0
800,RL,75,9750,Reg,Lvl,Inside,Gtl,1Fam,5,5,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,GasA,Gd,Y,SBrkr,0,0,980,3,1,TA,Typ,NoFireplace,Attchd,Fin,1,TA,TA,Y,68,0,0,0,0,10,WD,Normal,135500,11.816726919301892,39,39,2.0,1,Fa,1,0,0,0,1,0,0
801,RL,144,21384,Reg,Lvl,Inside,Gtl,1Fam,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,GasA,Ex,Y,SBrkr,504,0,1576,3,1,Gd,Typ,TA,Attchd,RFn,2,TA,TA,Y,0,312,0,0,0,5,WD,Normal,223500,12.31716669303576,86,5,3.5,1,Fa,1,0,0,0,1,0,0
802,RL,85,13400,Reg,Lvl,Inside,Gtl,1Fam,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,GasA,TA,Y,SBrkr,0,0,1086,3,1,TA,Typ,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,0,0,6,WD,Normal,159950,11.982616545377663,40,40,2.0,1,Fa,1,0,1,0,1,0,0
803,RM,90,8100,Reg,Lvl,Corner,Gtl,1Fam,5,5,Hip,CompShg,AsbShng,AsbShng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,GasA,TA,N,other,1063,0,2138,2,3,TA,Typ,NoFireplace,Detchd,Unf,2,Fa,Po,other,40,156,0,0,0,11,WD,Normal,106000,11.571194373094205,111,44,2.0,1,TA,1,0,1,0,1,0,0
804,RL,78,10140,Reg,Lvl,Inside,Gtl,1Fam,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,GasA,Fa,Y,SBrkr,0,0,1309,3,1,Gd,Typ,Fa,Attchd,RFn,2,TA,TA,Y,265,0,0,0,0,1,WD,Normal,181000,12.106252310247962,32,7,2.5,1,Gd,1,0,1,1,1,0,0
805,RM,68,4438,Reg,Lvl,Inside,Gtl,TwnhsE,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,0,0,848,1,1,Gd,Typ,Gd,Attchd,Fin,2,TA,TA,Y,140,0,0,0,0,6,ConLD,Normal,144500,11.881034786534624,4,4,2.0,1,TA,1,0,0,0,1,0,0
806,C (all),66,8712,Reg,Bnk,Inside,Mod,1Fam,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,GasA,TA,N,other,0,0,1044,2,1,Fa,Typ,NoFireplace,Basment,Unf,2,TA,TA,other,0,0,0,0,0,6,WD,Alloca,55993,10.932981961904135,58,58,1.0,1,Po,1,0,0,0,1,0,0
807,RL,75,9750,Reg,Lvl,Inside,Gtl,1Fam,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,243,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,1442,GasA,Gd,Y,SBrkr,0,0,1442,4,1,TA,Typ,NoFireplace,Attchd,RFn,1,TA,TA,Y,0,0,275,0,0,4,COD,Normal,157900,11.969717200243734,49,49,1.5,1,Fa,1,0,0,0,1,0,0
808,RL,45,8248,Reg,Lvl,Inside,Gtl,1Fam,5,7,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,other,Gd,Y,SBrkr,564,0,1250,3,1,Fa,Typ,NoFireplace,Detchd,Unf,1,TA,TA,other,207,0,96,0,0,7,WD,Normal,116000,11.661345470088502,88,56,2.0,1,Po,1,1,0,0,1,0,0
809,RL,48,12137,IR2,Lvl,CulDSac,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,GasA,Ex,Y,SBrkr,0,0,1661,3,1,Gd,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,0,34,0,0,0,5,WD,Normal,224900,12.323411137947407,12,12,2.0,1,TA,1,0,0,0,1,0,0
810,RL,80,11425,IR1,Lvl,Corner,Gtl,1Fam,5,6,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,GasA,Gd,Y,SBrkr,0,0,1008,2,1,TA,Typ,Gd,Attchd,RFn,1,TA,TA,Y,0,0,120,0,0,7,WD,Normal,137000,11.827736204810263,52,52,1.0,1,Fa,1,0,0,0,1,0,0
811,RL,50,13265,IR1,Lvl,CulDSac,Gtl,1Fam,8,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,148,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,GasA,Ex,Y,SBrkr,0,0,1689,3,1,Gd,Typ,Gd,Attchd,RFn,3,TA,TA,Y,150,59,0,0,0,7,WD,Normal,271000,12.509874099861838,6,6,3.0,1,Po,1,0,0,0,1,0,0
812,RL,80,8816,Reg,Lvl,Inside,Gtl,1Fam,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,80,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,GasA,Gd,Y,SBrkr,0,0,1052,3,1,TA,Typ,NoFireplace,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,6,WD,Normal,155000,11.951180395901384,39,39,2.0,1,TA,1,0,1,0,1,0,0
813,RL,44,6371,IR1,Lvl,Inside,Gtl,TwnhsE,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,128,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,GasA,Ex,Y,SBrkr,0,0,1358,2,1,Gd,Typ,Gd,Attchd,RFn,2,TA,TA,Y,192,35,0,0,0,6,New,Partial,224000,12.319401330837177,1,0,3.0,1,Ex,1,0,0,0,1,0,0
814,RL,72,7226,IR1,Lvl,CulDSac,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,Ex,Y,SBrkr,842,0,1640,3,1,Gd,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,0,45,0,0,0,6,WD,Normal,183000,12.117241431823558,5,5,2.5,1,TA,1,0,0,0,1,0,0
815,RM,60,6000,Reg,Bnk,Inside,Mod,2fmCon,4,4,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,936,936,GasA,TA,N,SBrkr,0,0,936,2,1,TA,Min2,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,32,112,0,0,2,WD,Normal,93000,11.440354772135393,56,56,1.0,1,TA,1,1,0,0,1,0,0
816,RL,80,12394,IR1,Lvl,Corner,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,886,0,1733,3,1,Gd,Typ,Gd,BuiltIn,Fin,2,TA,TA,Y,100,48,0,0,0,10,WD,Family,225000,12.323855681186558,4,4,2.5,1,TA,1,0,0,0,1,0,0
817,RL,60,9900,Reg,Lvl,Inside,Gtl,1Fam,6,7,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,GasA,TA,Y,SBrkr,545,0,1489,3,1,TA,Typ,Gd,Detchd,Unf,1,TA,TA,Y,335,0,0,0,0,7,WD,Normal,139500,11.845819880243557,69,59,2.0,1,Fa,1,0,1,0,1,0,0
818,FV,81,11216,Reg,Lvl,Inside,Gtl,1Fam,8,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1489,1489,GasA,Ex,Y,SBrkr,0,0,1489,3,1,Gd,Typ,Gd,Attchd,RFn,2,TA,TA,Y,0,140,0,0,0,6,New,Partial,232600,12.3570755190667,0,0,2.0,1,Gd,1,0,0,0,1,0,0
819,RL,114,14803,Reg,Lvl,Inside,Gtl,1Fam,10,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,816,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,Unf,0,442,2078,GasA,Ex,Y,SBrkr,0,0,2084,2,1,Ex,Typ,Gd,Attchd,Fin,3,TA,TA,Y,188,45,0,0,0,6,New,Partial,385000,12.86099861326992,1,0,3.0,1,Ex,1,0,0,0,1,0,1
820,RM,50,6130,Reg,Lvl,Inside,Gtl,1Fam,5,6,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,0,784,GasA,Gd,Y,SBrkr,0,0,784,2,1,Gd,Typ,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,0,0,116,0,0,5,WD,Normal,109500,11.603679828238693,84,58,2.0,1,Fa,1,0,0,0,0,0,0
821,RL,65,8529,IR1,Lvl,Inside,Gtl,1Fam,7,5,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,0,1434,1454,GasA,Ex,Y,SBrkr,0,0,1434,3,1,Gd,Typ,TA,Attchd,RFn,2,TA,TA,Y,290,39,0,0,0,4,WD,Normal,189000,12.14950229404178,8,8,2.0,1,Fa,1,0,0,0,1,0,0
822,RL,50,28698,IR2,Low,CulDSac,Sev,1Fam,5,5,Flat,Tar&Grv,Plywood,Plywood,None,0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,GasA,TA,Y,SBrkr,966,0,2126,3,1,TA,Min2,NoFireplace,Attchd,Fin,2,TA,TA,Y,486,0,0,0,225,6,WD,Abnorml,185000,12.128111104060462,42,42,3.0,1,TA,1,0,0,0,1,0,0
823,FV,24,2544,Reg,Lvl,Inside,Gtl,Twnhs,7,5,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,623,80,1223,2,1,Gd,Typ,NoFireplace,Detchd,RFn,2,TA,TA,Y,0,166,0,0,0,7,WD,Normal,147400,11.900905258737373,1,1,2.5,1,Gd,1,1,0,0,1,0,0
824,RL,80,11900,IR1,Lvl,Corner,Gtl,1Fam,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,387,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,GasA,TA,Y,other,0,0,1392,3,1,TA,Typ,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,0,192,6,WD,Normal,166000,12.01974306733868,51,51,2.5,1,Fa,1,0,0,0,1,0,0
825,FV,30,3180,Reg,Lvl,Inside,Gtl,TwnhsE,7,5,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,600,80,1200,2,1,Gd,Typ,NoFireplace,Detchd,RFn,2,TA,TA,Y,0,166,0,0,0,6,WD,Normal,151000,11.925035115797062,1,1,2.5,1,Gd,1,1,0,0,1,0,0
826,RL,44,9548,IR1,Lvl,CulDSac,Gtl,1Fam,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,223,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0,458,941,GasA,Ex,Y,SBrkr,888,0,1829,3,1,Gd,Typ,TA,Attchd,RFn,2,TA,TA,Y,192,39,0,0,0,1,WD,Normal,237000,12.375815420117268,7,7,3.5,1,TA,1,0,0,0,1,0,0
827,RL,100,10004,Reg,Lvl,Inside,Gtl,1Fam,6,6,Gable,CompShg,HdBoard,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,GasA,TA,Y,SBrkr,0,0,1516,3,1,TA,Typ,NoFireplace,Attchd,RFn,2,TA,TA,Y,0,0,0,0,152,2,WD,Normal,167000,12.025749091398891,45,45,1.5,1,Fa,1,0,0,0,1,0,0
828,RL,75,7875,Reg,Lvl,Inside,Gtl,1Fam,5,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,136,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,0,572,1144,GasA,Gd,Y,SBrkr,0,0,1144,3,1,TA,Typ,NoFireplace,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,9,WD,Normal,139950,11.8490404949436,47,47,2.0,1,Fa,1,0,1,0,1,0,0
829,RL,60,9600,Reg,Lvl,Inside,Gtl,1Fam,4,7,Gable,CompShg,VinylSd,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,1067,GasA,TA,Y,SBrkr,0,0,1067,2,1,Gd,Min2,NoFireplace,Attchd,Unf,2,TA,TA,Y,290,0,0,0,0,2,WD,Normal,128000,11.759785542901755,60,15,2.0,1,Po,1,0,0,0,1,0,0
830,RM,90,8100,Reg,Lvl,Inside,Gtl,1Fam,5,6,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,GasA,Gd,Y,SBrkr,0,0,1559,2,1,TA,Min2,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,116,230,0,0,6,COD,Normal,153500,11.941455846009388,59,34,2.0,1,TA,1,1,1,0,1,0,0
831,RM,21,1680,Reg,Lvl,Inside,Gtl,Twnhs,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,158,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,GasA,TA,Y,SBrkr,504,0,987,2,1,TA,Typ,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,11,WD,Normal,100000,11.512925464970229,35,35,2.5,1,Fa,1,0,0,0,1,0,0
832,RL,75,9525,Reg,Lvl,Inside,Gtl,1Fam,5,6,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,GasA,Ex,Y,SBrkr,0,0,1099,3,1,Gd,Typ,NoFireplace,Attchd,Unf,1,TA,TA,Y,278,0,0,0,0,6,WD,Normal,144000,11.877568578558138,13,2,1.5,1,TA,1,0,0,0,1,0,0
833,RL,70,11767,Reg,Lvl,Inside,Gtl,1Fam,5,6,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,GasA,Ex,Y,SBrkr,432,0,1200,3,1,TA,Typ,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,5,WD,Normal,130500,11.779128505744886,62,13,1.0,1,Po,1,0,0,0,1,0,0
834,RH,68,12155,IR1,Lvl,Inside,Gtl,1Fam,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0,516,672,GasA,TA,N,SBrkr,672,0,1482,4,1,Fa,Typ,NoFireplace,Detchd,Unf,1,TA,TA,other,0,0,254,0,0,3,WD,Normal,140000,11.84939770159144,83,58,2.0,1,Fa,1,0,0,0,1,0,0
835,RM,60,10440,Reg,Lvl,Inside,Gtl,1Fam,5,8,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,GasA,Gd,Y,SBrkr,581,0,1539,3,1,Gd,Typ,Po,Detchd,Unf,2,Gd,TA,other,70,78,68,0,0,6,WD,Normal,157500,11.967180737247824,104,6,2.0,1,TA,1,1,0,0,1,0,0
836,RL,82,9020,Reg,Lvl,Inside,Gtl,1Fam,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,183,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,539,276,1127,GasA,TA,Y,SBrkr,0,0,1165,3,1,TA,Typ,NoFireplace,Attchd,RFn,2,Gd,Gd,Y,0,129,0,0,0,5,WD,Normal,174900,12.071969661006694,42,42,2.5,1,Fa,1,0,1,0,1,0,0
837,RL,80,8000,Reg,Lvl,Corner,Gtl,Duplex,5,4,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,1800,GasA,Ex,N,SBrkr,0,0,1800,6,2,TA,Typ,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,0,0,0,0,0,7,WD,Normal,141000,11.856515169360305,46,46,2.0,1,Fa,1,0,0,0,0,1,0
